businessGuid, sun_0, sun_1, sun_2, sun_3, sun_4, sun_5, sun_6, sun_7, sun_8, sun_9, sun_10, sun_11, sun_12, sun_13, sun_14, sun_15, sun_16, sun_17, sun_18, sun_19, sun_20, sun_21, sun_22, sun_23, mon_0, mon_1, mon_2, mon_3, mon_4, mon_5, mon_6, mon_7, mon_8, mon_9, mon_10, mon_11, mon_12, mon_13, mon_14, mon_15, mon_16, mon_17, mon_18, mon_19, mon_20, mon_21, mon_22, mon_23, tue_0, tue_1, tue_2, tue_3, tue_4, tue_5, tue_6, tue_7, tue_8, tue_9, tue_10, tue_11, tue_12, tue_13, tue_14, tue_15, tue_16, tue_17, tue_18, tue_19, tue_20, tue_21, tue_22, tue_23, wed_0, wed_1, wed_2, wed_3, wed_4, wed_5, wed_6, wed_7, wed_8, wed_9, wed_10, wed_11, wed_12, wed_13, wed_14, wed_15, wed_16, wed_17, wed_18, wed_19, wed_20, wed_21, wed_22, wed_23, thu_0, thu_1, thu_2, thu_3, thu_4, thu_5, thu_6, thu_7, thu_8, thu_9, thu_10, thu_11, thu_12, thu_13, thu_14, thu_15, thu_16, thu_17, thu_18, thu_19, thu_20, thu_21, thu_22, thu_23, fri_0, fri_1, fri_2, fri_3, fri_4, fri_5, fri_6, fri_7, fri_8, fri_9, fri_10, fri_11, fri_12, fri_13, fri_14, fri_15, fri_16, fri_17, fri_18, fri_19, fri_20, fri_21, fri_22, fri_23, sat_0, sat_1, sat_2, sat_3, sat_4, sat_5, sat_6, sat_7, sat_8, sat_9, sat_10, sat_11, sat_12, sat_13, sat_14, sat_15, sat_16, sat_17, sat_18, sat_19, sat_20, sat_21, sat_22, sat_23
bpdnJhDpayxT1m6feghsAA,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,1,,,1,,,,1,,,1,,1,,1,,,,,,,,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,1,,,,2,,,,,1,,1,,,1,,,,,,,,,1,,,2,,,,,1,1,1,,1,,1,,1,1,,,,1,,,1,1,,1,,,1,1,,,1,2,,,,
OYURRqhHHX7FfSjfuqxUiQ,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,1,,
xNmhVSujLo1kC9cgjOE-sw,,,,,,,,,,,,,,1,1,,2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
NYBx4sdSVrN-I5Q8RfLMPg,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,2,,2,1,,,,,,,,,,,,,,,,,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,2,,,,,,,,,,,,,,,,,,1,,,2,2,1,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,
qak_x5J-ntcT2iOdJoS60A,,,,,,,,,,,,2,,,,,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,,,,,,,,,,,,,,,,2,2,,1,,,,2,,1,,,,,,,,,,,,,,1,1,1,,,,,1,3,,2,,,,,,,,,,,,,,,1,1,,1,1,,2,,,2,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,,,,
-nWigG5EhFLjdSgGZthS3Q,,1,,,,,1,1,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,1,,1,,,,,1,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,2,1,,,,,1,,,,,,,,1,,,,,,,1,,,1,,,1,,
_X4onMscIcbmDNaY92octg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aq6lSh0dfAYMsLoJf17BJQ,,1,1,,9,18,7,2,3,1,1,2,4,2,,4,2,3,3,2,,,,,,,,,12,26,4,2,,,1,3,1,1,1,3,3,,2,,2,,,,,,,,12,24,4,1,,2,3,3,3,4,2,2,,1,2,2,1,1,,,1,1,1,,10,22,6,1,3,1,3,2,6,4,3,1,1,,,,,,1,,,,,,11,19,7,7,1,3,1,2,1,1,1,4,2,3,,,,,1,,,1,,,,,4,,1,1,1,,3,,,3,2,1,1,,,,,,1,,1,,,2,5,3,1,,2,1,1,,3,1,3,3,2,,,,,1
vveDGmKGEDPrOgp3ff4QPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
IYWTOj970XqG2z9Xft_8SA,,,,,,1,1,8,1,4,,1,,1,,,,,,,,,,,,,,,,,2,6,3,3,1,1,2,,,,,,,,,,,,,,,,,,1,8,3,2,,,1,,,,,1,,,,,,,,,,,,,2,4,3,1,1,,,1,1,,,,,,,,,,,,,,,1,1,2,7,,2,,,,,,,1,,,1,,,,,,,,,1,1,6,2,4,3,5,1,,,,,,,,,,,,,,,,,,1,4,1,6,8,2,4,,,,,,,,,,,
yypKLRJxSjR2uNaTS_O6pw,,,,,,,,,,,,14,7,3,2,,1,,5,3,1,4,,,,,,,,,,,,,2,6,11,1,,2,2,5,1,2,1,,,,,,,,,,,,,,1,,4,,,,1,,4,2,,,,,,,,,,,,,,,2,7,7,,,1,1,2,3,7,3,2,,,,,,,,,,,,,,9,5,2,,2,,6,6,1,5,3,,,,,,,,,,,1,1,,1,4,5,,1,2,3,3,8,2,2,,,,,,,,,,,,,1,,3,3,,5,2,6,5,3,1,,,
xqwIJpLhzk960kd94M8gRg,,,,,,,,,,1,1,,,1,,,,2,,,,,,,,,,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
bcBMAa0UQpNLFvvdZ4dxtQ,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,2,6,2,3,,,,,,,,,,,,,,,,,1,,,,2,4,8,3,9,7,,,,,,,,,,,,,,,,,,1,3,2,1,3,1,,,,,,,,,,,,,,1,,,,,,6,3,5,6,6,9,3,1,,,,,,,,,,,,,,1,1,,2,6,9,24,19,18,2,,,,,,,,,,,,,1,,3,1,2,,2,3,1,1
NF3cqJghllMHZWGd1HWzMA,,,,,1,2,,4,3,1,2,,,,1,,2,1,,,,,,,,,,,1,1,,4,4,2,1,,,,,,,1,,,,,,,,,,,1,1,,4,4,1,,,,,,,,1,,,,,,,,,,,,4,,3,1,2,2,,,,,,,,,,,,,,,,,,,2,1,4,4,,3,1,1,,,2,,,1,,,,,,,,,,,,,2,2,,,,2,,1,,,,,,,,,,,,,,,1,,2,,3,,,1,,,,,2,,1,,,,
QJP-bRQvtGvShgs4AnvZKw,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,1,,1,,,,,,,,,,1,,,,,2,2,,,,2,,1,,,,,,,,,,,,,,,,2,2,1,,,,,,1,1,,,1,,,,,,,,,2,,,,1,,,,,,1,,,,,,1
UZr8iEPMOYxuFxiibKPPRA,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fo424KetiOnQp0DVJooYMw,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,3,,1,1,1,,,2,1,,,,,,,,,,1,,1,,,1,1,1,2,,,2,1,,,,,,,,,,,,,1,,,,,,,1,,,,3,,,,1,2,,,,,,,,,1,1,,1,,,,4,,1,3,3,2,3,1,1,,1,,,,,,,,1,2,1,3,1,2,3,2,2,4,4,3,2,,3,1,,,,1,,,,,1,,3,,1,3,1,2,,,,,,,,
j5tNIkM_UbyaiAGPqqLJcQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,1,,,,1,1,3,,,,
5pgzTBgt-HR_0s7TDXSL2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
vwsqeVa0l9ujPl7Opr8V1A,,,,,2,3,3,5,5,,2,1,1,,3,1,2,2,2,,,,,,,,,,,3,,6,5,3,1,,,,1,4,4,,2,,,,,,,,,,2,7,5,5,6,4,4,2,1,2,2,1,2,,3,2,1,,,,,,,,3,7,7,12,8,2,2,2,1,1,1,2,1,1,2,2,1,,,,,,,,3,14,5,10,2,5,,,,2,,3,4,1,2,,1,1,,,,,,,,,2,2,1,6,6,5,5,2,4,5,4,5,,1,2,,,,,,,,,,3,1,6,2,5,6,3,5,5,4,5,3,3,1,1,,,
UB_JlcIRgQsdKzQZQyHjuw,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,1,,,1,,,,,,,,,,,,,1,1,2,,,,,,1,,,,,,,,,
ETg80zdzuBm7gBfW3UoMIw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WmmU8bMlyglXHflkJs9txQ,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
yewofYCtFEMQ6BKd5zwQUA,,,,,,,,2,1,2,4,8,1,3,2,6,8,7,5,8,7,5,1,1,,,,,,,,,,2,2,3,3,3,1,2,5,5,7,7,5,2,1,,,,,,,,,2,3,2,2,3,,2,4,2,4,8,4,4,4,3,,,,,,,,,,,1,2,2,3,3,4,4,5,8,6,10,5,4,3,,,,,,,,,1,,1,3,1,5,5,1,1,5,6,8,5,1,4,1,1,1,,,,,,1,,,4,4,7,7,6,8,4,7,4,7,5,2,4,1,1,,,,,,,,,1,1,4,5,13,10,9,9,8,9,9,8,2,2,3,,
U0Up9AYSClGwmuqo-ZJVzw,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,1,,,
pkkqve6-y6EXNlJioO5pjw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_RBUU1y4yJrK0SPAd8z0-w,,,,,,,,,,,1,2,2,,1,3,,1,2,4,1,1,,,,1,,,,,,,,,1,3,6,,,,2,2,9,2,2,,,,,,,,,,,,,,1,1,1,2,,1,,2,1,3,3,,,,2,,,,,,,,,,,1,3,2,,,,3,3,7,,,,,,,,,,,,,,,,,3,1,,1,1,1,3,2,4,4,,,,,,,,,,,,,,1,1,2,1,,2,6,4,6,,,,,,,,,,,,,,,,2,,1,1,3,1,5,9,2,2,,,
OxGGHfUjyXYJ6-mXvZx80Q,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,3,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
uJMwoQ0XGLr2Z4wxEFt-QQ,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5HEHFZwbztIkpI4ItbX2w,,,,,,,,,,,,,,,,2,,1,2,,,,4,,,,,,,,,,,,,,,,,,2,1,3,,1,2,1,2,,,,,,,,,,,,,,,,1,5,3,1,1,3,1,,2,,,,,,,,,,,,,,,,,1,,2,1,,,,1,2,,,,,,,,,,,,,,2,1,1,1,1,2,1,4,4,1,1,,1,,,,,,,,,,,,,,,,,,3,1,1,3,1,2,,,,,,,,,,,,1,,,,,1,1,,,1,1
QpdkXudiqodRvbNh0tyjqA,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sd2DscOiGyBJiNP5AqPfqQ,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,1,,1,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,1,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,5,,4,2,2,,,,1,1,1,,,,,,,,,,,,,,1,,,2,1,,,,,,,,
etmzE2Ave6EkqUpsAJvq-Q,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so5WuWyT05NeSzHU_67dWg,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,
9m8xgUrInYfIe-l6U-6yjg,,,,,,,,3,1,,,,,1,,,,2,,,,,2,,1,1,2,,,,,,2,,,,,,,,1,,,,2,2,,,,,,,,1,,,,3,1,,1,1,,1,2,,,,,1,,,,,,,,,,,2,1,,2,,,1,1,1,3,,,1,1,,,1,,,,,,2,,1,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,,,2,,,,1,,2,,3,,1,,,2,,,,
hHE4OHAc8dONTV8QsGLbWg,,,,,,,,,,,,1,6,2,3,6,5,6,3,4,3,,,,,,,,,,,,,1,2,3,3,1,1,3,2,5,4,3,,1,,,,,,,,,,,,,,2,3,4,4,1,8,3,4,2,2,1,,,,,,,,,,1,,,1,,,2,1,,5,6,3,,1,,,,,,,,,,,,1,1,1,,,1,2,2,4,,,1,5,,,,,,,,,,,2,,1,3,8,6,9,7,8,2,4,3,4,1,3,,,,,,,,,,2,3,6,8,3,3,12,9,6,10,10,5,5,,,,
d7V3ykQHqChv0KtXEanKLw,,,,,,,,,,,,2,,2,,2,2,7,3,3,1,,,,,,,,,,,,,,,3,1,,1,,2,8,8,5,3,1,1,,,,,,,,,,,,,1,2,2,,,,3,3,4,3,1,,1,,,,,,,,,,,,3,1,2,1,2,1,4,8,7,2,,,1,,,,,,,,,,,1,,2,2,1,,1,6,10,10,9,1,2,,,,,,,,,,,,2,3,6,4,8,1,2,8,12,12,8,6,1,2,,,,,,,,,,,2,3,4,7,3,2,1,6,3,,2,1,2,
ishjLG3Sc94ZOelXZZhaIw,,,,,,,,,,,,1,4,1,,,2,1,4,2,1,,,,,,,,,,,,,,2,1,,1,,1,7,5,4,9,3,1,,,,,,,,,,,,,2,4,4,1,,,1,4,10,9,2,1,,,,,,,,,,,,1,2,4,6,,1,1,2,5,4,2,3,,,,,1,,,,,,1,,,,2,1,,,,2,3,4,10,5,,4,,,,,,,,,,,,,2,3,1,,1,,3,8,10,2,,3,,,,,,,,,,,,,,2,,1,,,8,1,2,3,,,
orMhMoCZ_sID5VsyvwOSBQ,,,,,,,,,1,1,1,,2,2,2,1,,,1,2,,,,,,,,,,,1,,,,,,1,1,1,,,2,2,,,,,,,,,,,,,,,1,,1,1,,1,,2,2,2,,,,,,,,,,,,,,,,1,,1,,,,1,1,1,,2,1,,,,,,,,,,1,,,1,1,1,1,2,2,3,2,,2,,1,,,,,,,,,,,,,,6,3,3,2,1,1,2,4,3,1,1,,,,,,,,,,,3,1,1,1,2,1,2,,2,2,,1,2,,,
TVJT7Xknd-ikf4vskcjKQw,,,,,,,,,,,,4,2,,,,,,2,,,,,,,,,,,,,,,,2,1,1,1,1,,,,2,,,,,,,,,,,,,,,,,2,7,1,,,,2,5,1,,,,,,,,,,,,,,,,1,2,,1,,1,1,1,,,,,,,,,,,,,,,,,,3,,,,,,2,5,,,,,,,,,,,1,,,,,1,2,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,2,1,3,,,,,,1,,,,
4JNXVMjX33ruAyBMlU1_hQ,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,3,,,,,,,,,,,,,,4,,1,,,,1,,,,3,1,,,,,,,,,,,,1,,1,,1,,,1,1,,1,2,2,2,1,,,,,,,,,,,,,2,,,,1,3,,1,1,
_4PneR-GyiymyNlwQ37V-w,,,,,,2,,,1,1,,1,,1,2,,,5,,2,,,,,,,,,,5,2,2,,,,2,,1,2,,,2,1,,,,,,,,,,1,4,3,,,,,,,,,1,,5,1,3,,,,,,,,,,3,4,,2,,,,,,,,3,3,1,4,,,,,,,,,,4,3,,,,1,,,,,1,3,4,,,,,,,,,,,,,,2,2,6,4,1,1,1,1,2,2,,,,,,,,,,,,,,,,1,1,3,1,,3,1,4,2,,,,,,,
1eBJyYf3JEccqXUFxG1VWQ,,,,,,,,,,,1,1,2,3,1,,,,,,,,,,,,,,,,,,,,1,5,4,1,,,,,,,,,,,,,,,,,,1,,1,,5,4,2,,,,,,,,,,,,,,,,,,,,,,2,3,,,1,,1,,,,,,,,,,,,,,,,,,,3,,1,1,,,,,,,,,,,,,,,,,,,1,1,5,4,3,,,,,,,,,,,,,,,,,,,,2,2,3,2,3,1,,,,,1,,,
KDaBJjNcj4JUbbF-CXTJ4g,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,
Dr4mxelV9iWu5boJvgH_vg,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,2,,,,2,1,2,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,
b4hI0x_vgagZyF_D-OqCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1dC3GSC5bgQf9wEp-bv8PQ,,,,,,3,,,3,2,2,3,9,6,5,2,8,3,1,,,1,,1,,,,,,2,,2,1,1,3,7,3,2,3,3,6,3,9,5,,1,,,,,,,,1,,1,5,3,3,10,5,3,2,8,9,5,1,,,1,,1,,,,,,1,1,1,3,,,4,8,2,1,1,6,1,,,2,1,,,,,,,,2,,1,1,3,2,5,10,1,4,2,5,2,1,2,1,1,,,,,,,,,1,13,3,6,6,13,2,4,2,1,2,2,2,3,2,,,,,,,,,,1,10,7,1,4,7,3,1,6,2,2,,1,2,,,,
btlVeAeHKq287Ux6SrUwdw,,,,,,,,,,,4,2,1,,1,,,6,5,1,1,,,,,,,,,,,,,,,2,3,2,1,,1,1,2,2,1,,,,,,,,,,,,,,1,2,3,,1,,2,4,3,1,,,,,,,,,,,,,,,,6,4,2,,,2,1,1,1,3,1,,,,,,,,,,,,,,3,4,,1,1,2,3,9,10,3,,,,,,,,,,,,,,1,5,1,5,2,4,3,2,7,1,,,,,,,,,,,,,,1,1,6,3,5,2,,,3,4,1,1,,,
cTFq_1sAnQUb9eMZO6FlvQ,,,,,,,,,,,,2,,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,2,1,2,,1,,,,,,,,,,,,,,,,1,,1,2,1,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,1,,,,,
545sP7uSdCcKDZ-reeVOgQ,,,,,,,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,2,,,,,,,,,,,1,,2,1,,1,2,,,,,,,,,,,,,,,,,10,1,13,7,2,,,,2,,,,,,,
0yfN4bdKZfkFSXseB2kOBg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,1,1,,,,,,,,,,,,,,,1,,2,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
N8qHoaCHdg8ALiA3WxEHkQ,,,,,,,,1,1,3,1,2,,1,,1,1,,,,,,,,,,,,,,,,,2,2,,2,3,3,3,2,,2,,,,,,,,,,,,,,1,3,,,,4,,1,1,1,3,,,,,,,,,,,,,,1,1,,,,2,1,1,,1,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,,,,,,,,,,,,,,,,1,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta_k1SjJVQJeUuDIJSs4CQ,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
tS12t_uuiCGAryiNaRmF9w,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,,,,1,,,,,,,,,,,1,,,,3,,1,1,,,1,2,1,,2,,,,,,,,,,,,2,,1,1,,,1,1,5,1,,,,1,1,,,,,,,,,,,,,,,,1,,1,,,1,,2,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,,,,,,,,,,1,,,,,2,1,,,2,,,,,,,
omHC9VhPZIQiAXWnZEe8eA,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,
YJoph5UiUZ3BEb49vyFAuQ,,1,,,,,,,,,2,2,5,1,,,5,5,2,5,4,1,,,,,,,,,,,,,,1,,1,,1,4,7,9,10,4,1,1,1,,,,,,,,,,,2,4,3,1,1,3,5,5,8,7,5,4,,,,,,,,,,,,,,5,6,2,1,1,5,8,7,5,2,4,1,,,,,,,,,,,,,7,2,3,,2,9,8,18,17,12,7,7,1,3,,,,,,,,,1,,6,4,10,5,4,6,10,6,15,12,8,4,,1,,,,,,,,,1,3,4,6,5,4,3,4,5,5,4,4,1,1,
lIV2xEgzAqlcyjLTqKdbWg,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,,,,,,,,,,,,,,,,,,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,1,,,,,,,,,,,,,1,,1,1,,,1,1,,1,1,,,,,,,,,,,,,,,,1,,,1,1,1,,1,1,,,,
EcjC9_epi4cCRw2zX9_zJQ,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
