guid,avgStars,reviewCount
kuGPNsbysTUt98se1kWpeA,1.0,6
ENKwDOQ7PBEBMYHxRzgHQw,1.0,1
ovhmjtWnCRYJC0o0EzYYNA,3.25,40
40FoHJuymZm8FgI5Bc1HwA,3.96,256
uDwZynOs2btVhQqcPjtH8g,3.8,5
YFV-ZC0NdHh-P6GJ0sp4IQ,3.4,110
YcfQUl1QX6bba98-KJjp4A,4.22,9
wIxUoMN1-71IuWydc_cY_w,4.4,5
PpheUVPmREDFRlk6Ldk7ag,3.75,60
meBgdnN_Jw9MOwz3ZzqQEA,3.53,30
PLSVFo5KYNEYmIHykI-YEg,3.42,19
qMaTK8a_k7apZn023zJy5Q,1.33,3
Z4xZrZi_AMtOR6I24dPrHQ,3.73,15
u7kNZm_LGv5rNdUbqy3Xsw,2.25,4
Gm43ljW-gn4DiYrNq2bk8w,4.0,3
gIEJ6CDjdN2g3yt4y6Wh7A,4.4,15
Yj_QNiLwz5BnAiumBmLxoA,3.5,11
rSBYu1pV5AF4WGJUWIdjnQ,4.03,64
dXcDIxbDcYdzoNuyOKMEOw,4.75,10
DG_0Y_cp5x0PB7yhZDZyYw,3.0,69
114nj5lyzBf6BTkuPSUINQ,4.11,97
jznLjzIblp-H9wOaPMniRQ,4.0,5
-06LYbA4Qm_9E83KNT1Jrg,4.71,7
-IKlaySH3coKetmFAH_Rlg,4.14,7
xuVvzfQ583-brRngrMYhbw,4.25,9
rxUbJlVLtcmi0RHGmVKJpg,3.36,220
xfErqFbX8pCpINR89CTClA,1.33,6
HMpMXskg1OZAnqGmB0rzqQ,2.96,26
nf656QMXHTuSmu-FGbrB-g,5.0,2
JLT6zTZkb2b_ZmO3KP4GEQ,1.0,1
hlxLILmK6pcX29CY0xzrCg,4.04,73
VodDricFb-bNUAWw84NtFQ,3.0,3
NUQOO3L4gYdHCvKZaRynGA,4.02,257
8JRWtb_dCXMkI3D_uKiYUQ,4.0,2
I6KftQl6q4I7IuKV7wPR7w,4.0,11
2DFK9ZlGM3KqNCJGAM4eZA,3.89,188
i5YFwxft6L08woEmDnBzFA,1.8,5
QZlcsmzYtSnw9m9sJ6PCtg,4.17,7
pJ6jtEZZAdqR_6L5Dy3FIg,4.86,7
WbNa2UEgSKHAPJYmVetI0w,3.29,94
rIkxXjBKAeKKSYfLMgocLA,4.08,12
QEy_xoEcmL0y6N8YLPUhCw,4.06,34
2HMJBY7WFiotdNCDpFGUIg,2.57,7
XXCGDMo_6PwImhaJpeVPvQ,4.0,6
D7suEmAJqDUJmmlZhx0jEg,4.4,5
DeiP-pFQG7VWYNeRwRoO6g,5.0,1
P2ykPq0DkTil8vAifqcDBg,5.0,1
U8E9KFmHCTiiLcCqPpfNng,5.0,3
9sdWcvl0Y8-C8LedMsiaxQ,3.98,53
9F2MRH6paoE1fYBeYNNCBA,4.0,2
7oiTEMFxCcQMicT-p1j7Jw,5.0,3
_0KkuMf1GL-ccyCR-o_Qpw,3.33,9
3xA1w6QoYCYN1SnR1h0DyA,4.0,2
QbAywqwZvG2hP_uTDbyByw,4.4,5
IK2FmnuCEz2JZP7DwbaNew,3.5,8
o4tJt0IzGlKnflSGySM9_w,3.49,85
2JnYDh_0HqeSwdrb9Y_tmg,5.0,1
MGwohWWS8e2XIXGSw7OAkQ,2.67,3
26ZwCqByPbfY1wek6uRnaA,1.0,1
xWopPa7nbztqCGZziustcw,3.24,21
_xJkcMftrm3of1IzUrfhFw,1.0,1
AThBZMaMeY4-GEwU6fav-g,3.31,13
TULILPudDYPuynNfmzasKw,4.0,2
xQyx6TU1r8lVeCspzYdrAQ,4.37,19
qQ8geRUACGaYC2c7OgHTug,3.36,70
bxgmlObi9mpYa6hQZgFNWA,2.0,1
tBAnOo-YFoKvNUCu5K2scg,5.0,1
CyHcwm-CPJeswdohwV50SQ,4.17,6
4p-qAdc_ZLXfieNwaZGNGA,3.56,512
ELzKYmr0EXuCUG-gKgBGpQ,3.67,241
NuqhtLMkotzYnGiuKY2nEQ,3.57,7
AWcwYAZyqZOheTNEwdAF8A,3.49,123
RVsfRT_Lk3HQ02QdY7cRxA,5.0,2
jE4YMZcAiYZAHkRf4SiZqQ,4.0,7
ZTxpcT1HKzRIRHSBSQRw1w,5.0,3
jb8eCzL-bfLtlPLlWoveRg,5.0,4
iTJtpsfppCKvH7Mo3DMUvA,3.82,108
daa5M8CeCkUDjAlH3JOpUg,3.25,8
k26h9JJhgxKME5b6DHB-KQ,4.56,10
maPSm8NAuFF_SbbUaORFXQ,4.12,42
SPHXvrRXnajqW5I62ldYkw,4.4,10
7hmOcM1YtEdyegxPhDbsmg,4.0,4
tCUHFI0LoEi7M9_ACHDi5Q,4.24,31
kW115gi1DYmi5y9SWuQnEw,4.0,1
gi6RPd26aAbYzKwTIIbVWg,5.0,5
0SH_57eHXYWuGztkRxC9Vw,4.0,4
S0PyA2gxuhX_TjoOiY7gjg,5.0,2
iF0cZxMVb_JEqM6v5l-y8Q,3.23,26
AVCBC2G5RjJM8tu_PebFPw,3.17,86
fJ8oDo0i6QUUQp7vN_nGyw,3.7,233
25j8Nr0qQVlLhv2BywxL7g,2.81,16
ROr4DQ-gxlfUKmiDC-qSEQ,3.65,168
O70IylwoYCCaCAarZPDIOg,2.67,3
oqQ8Mfc8yxSaoCFHLReFnA,5.0,3
K7dhrsAHwSytMxl2rIqEVw,3.8,285
E9nIcVFDC7s8Z1n3ZBsKuA,2.0,3
Ia9D08hVd-RlqN1-wBo_Lg,3.67,3
rMxaTQfojK9uV7NyGqHDpw,3.75,8
BSwRuQgl-mbo7ZiOUBbGJQ,1.0,1
rdGA5FcAvp77uyogM0dQ1Q,5.0,9
GqJOZhkNwr-_BG_t5AuFLw,4.54,25
iew2gk9bZztl1Hck4WV7JQ,4.0,3
rQhZBuu1pMaCv8kGHZPI9g,3.15,146
s2-aLM6i3w_xXPbwUDzEQQ,5.0,2
QiIx78K3HMCsDCOJaa_B_w,3.0,1
D2LUVwshDcUdP1jfb6yCPw,3.2,5
UWxowh7LnjX2CewGh6pOuw,1.0,1
rMWwX07dOMztEjMkXWim-w,3.64,11
7hJjJTSt_nRfp-LEziBIhg,3.55,720
F7jDusVJagWIFD-UTz7xgg,3.81,467
70dSyPAXaRGB6ahGOzWA6Q,3.0,4
kBqwqOEWSEIGzLrggs2d2g,3.8,10
DbU4ZOoZe8pZ_k5CD8k3iw,4.12,27
0UT3CxZuoNZavmluVvTaiw,3.16,31
0mNo5VmFRMsxHy2HKwuBfQ,1.0,1
7xuFX13wDgaVRzsxJieOHA,3.44,97
DHKr1bG2EYmlff918Wbgyw,3.29,7
-xSgO52sdzP1ZuzjHB--3A,3.0,2
7o7vuRkJtnnipRWw3kft8Q,4.21,29
qqrEek9jLUAic4_aVMiX2g,3.99,269
csYWnHhSzaHN9x2YRsvWAw,4.33,3
ls7n0aREoAX81z1KdnqEug,3.0,9
ZncRDiCqgpM8x0-bEv_jqQ,3.95,60
JVkuW-Vf8qF447AZXyWVfw,3.6,911
6YpVDYr21lcflt-sBbr9vw,4.0,7
Q48KMGa7gNIUvS-GjsesCg,3.81,62
QQxczGOdxkCz9v_efl_HlA,3.69,13
Tv9RMLng5zRcS7aFe2fAoA,4.38,16
W9r29n9U-8CU4KBJPyOEGw,3.2,5
XRjmRSO4XhkUVMKVJOSEIA,4.15,113
OUnLED5mLilndghT_zXEqw,5.0,2
NGX8gQiiD2RTESUrH27Axw,3.94,17
-kAyBTbLEchtXri5RLPEKw,5.0,2
MqNlJFQsrq5qc2M6vC_Hkw,5.0,1
3qnvZMwf65StitcrbstOTg,2.0,1
_haLHDP1L8zYIoZUqmlX_A,4.56,9
cNAIRVnH46aNiFlN6hfGYg,4.0,9
ZKuevUayT2eqkGNrJm2nAg,4.2,44
2TatZo-rMDNzpKRyuZwl1g,5.0,5
VCRt0FcNpUfUySdVxrtt9g,4.25,125
66CvWYdsXZcInKUGw62BwA,3.7,60
822TG4vTnQJGHxgQ4oqTMw,2.33,3
tR_395VZaCpbS9pg2fwyPg,3.75,16
myLlIKARGcfV9rU2IwOeqw,5.0,3
9Aw4xUY1EC5aLszZiBGk6A,3.17,7
RHWm_duEdCgWwtN1fBUkHA,4.42,19
l28hwjLVou884C865cs0xg,5.0,1
123aK8KRr3tv4GokStegTw,4.2,20
ioFf3eVQwt6OwEJ7pVv7Qg,3.75,8
iTz0UUQdE4EUJxHP6PKNjQ,3.0,2
iKbTz_0m4rEOB4yTL12VSQ,3.57,23
ZQTN4owdKLm69Ci88zoRUw,2.0,4
fZ21I5iQWT-nEmQ6cNJstQ,5.0,1
mFuo-10DMYljWZcAXj9XHg,4.19,27
Qtro4APUHh1wEwnVhciPPQ,3.37,19
n2gwzwLMYNSwFwBv-4ABFg,5.0,2
p0-4qGE2pWnoc87nUlzMOw,4.0,6
G1v-8CISygmCfoWHQBtDvA,3.42,24
EN7k4-QWKxStaJiSHBt7RA,5.0,1
iBabwmatMCtTaTKXFKDbvg,3.8,6
pD0yoW4VFnNwHdPKJkVAsA,4.33,3
OZEzbthoS-qEFnAOrDtzEw,4.0,7
h7Qhl6l7l1hd_IEdVcZJzw,3.6,224
wwcMk0-NtK5SrLC6X6lOFA,4.67,3
7ORFY5pMpeCuc7a9ta4dTA,4.0,1
4D5izgEEAjom18-2eunU6g,3.12,10
nqEX73pC0MwyzOQDG09V6g,4.5,12
p9Loz-u7f-d8twFmhTD3oQ,3.09,13
l_YZ22iMrO7r4FVW5EpL_g,4.09,11
NvDzVaqvnSR4hZ256G6vhw,3.12,8
xqQkzRad2R7rdNHByzgvjA,3.71,7
OMC3DRyGrDbq-oMtdRAH8Q,3.07,76
NRaFLRI7cIU6JENmBYoruA,3.39,46
6yrjzgueV1tkK2_38qDlnA,1.8,6
RgFLlYQl_ixMYlWYyuPUAA,4.0,1
EpcyN9N03fDheFO5_nctMw,3.68,67
pufs3C1rB3PwGONrkDqOJQ,1.5,2
w97C76T2yIq8rfArb-dbng,3.62,55
w3JoT0gxtaRtLaGrE_GfLg,5.0,3
hLtSLWrc3S7lxIe_BhkYKw,5.0,4
hWRJFNWZl6CfXxBM6YTfCA,5.0,1
MGaovx2FkIvO_MP78gtGbw,3.5,3
bmbJdUhuu2UFbM70u37njg,3.78,305
1S7XdhbZWR17Wy4TBsIzaw,3.78,122
tvYEFLAA5n0AaTAnPrCftA,5.0,1
wwLx_iMap98-Bw2aDjdvtA,4.0,2
zmPF5EwnljusywJ5sP3QtQ,4.67,3
tgEcjq51Tphe-HHxF6JWfQ,3.68,37
Bdq--HStv8tRLuWO4c9N0w,3.0,11
aOFNZarlkyKKyEyI3CUJ1w,1.0,1
GOaSt0gnkalPsx9zb6paWQ,5.0,1
Xo3XagJjmbgD_qQmVp4YOA,3.6,5
XQKQlaWhoFT1Mko_JKLm4A,3.94,143
TPPQGL-TT7JOVEP3A_B5og,1.0,2
gNtQybdxYdYW0F0bxWRCog,4.0,3
omoEjYFKVV7e-DtnezeUOw,3.74,38
q5bhK9xUH8rCE92I8fEGoQ,3.86,15
KZ1INBF4z8S5Lw7EQ5O7yw,5.0,5
ZhiR-4RLTFHqkgrxwifCvA,4.0,3
w55MLMeKcHtBHd-2G1zO1A,4.0,5
QFx6cHCrQl1k9HB3A4DG7g,1.5,2
WRY-wk7t2u7xxrIwWbQu0w,3.65,23
8K-MwDsF42xin_zPbKcZFg,3.19,21
2UeN5hKIGEFj-12xeu5bnw,3.67,7
4ZVuof9OVVuTAUoHVMiFxA,1.83,6
rnBDBO4NqKoCr2duRji15w,3.0,5
U2f4haSnEtcRWvBzb4k30w,2.91,24
M8JvsgQ89rVoHsQSXMobRg,3.75,8
zDOtcXCiZu9VWloMLf1lBQ,3.81,257
THWy5fcqgLtXWUAPYZOL6g,4.0,5
1nek1KPEbTgXATRzxTcQKA,3.33,21
k6xDCakturvYo1afdPMP6g,3.86,8
5iXcVvKpvRZGPV9qtkFJVQ,4.5,2
WUgMOzwKgM2qCAQpqmNF_w,3.67,21
XtqMcmqG-LpalHb03NxbEA,3.0,2
2q8f6EEUyF2h6BtTN_BHeA,5.0,1
i5Cu3OeBoznJILCO6J_DAg,4.33,10
xA071SleYfac8nMg7HXzKQ,4.03,60
ZU6bAk4_uEu39zo4h-t-1A,4.17,399
meByhWtFAJv9odxzTLHL3A,5.0,1
YFaq3PLiuXZtwxwDtMiOfA,3.44,377
TntOetZtPIwWtSV1TPmj1w,3.67,3
eZ4ISr7SJzLFSELjFUGhBQ,4.31,26
99MEJTe8aVcbRax9wrpWpQ,3.45,12
PmL8qk1tFoOUluBdOLPxFA,4.89,9
HSp2hPTOsbBwMGepy4zRxA,3.0,2
pmpNcDrR7QEN6LbjxoKdnA,3.6,5
G7tPiFpXLM4InIAfhX_EZg,4.33,3
3zKBub9mjEUA2bFhX3FmgQ,1.0,1
bB8cwVC-4wGVyIdMFes6Uw,4.28,40
VH16pzDUZ763trRZirqT5w,4.01,102
RyhQ25rEbRFPbnxfLXZGBA,3.12,9
HzBPZcsO6wPTy9_b5s0A5A,3.62,40
92ipD4EFntqxdpty2vMRIg,1.0,2
t2F0Dq0RGif2IlWwk-I28w,5.0,1
CSORK8yrMvqvj0LRlCD1Hw,3.94,261
lUN6cKFDMGmzq_cBNhVZaw,3.47,76
fTHJZEiWBt0CKNUGckfEmQ,4.33,3
6qxNeUpK9NjIOYIWZA6e1w,3.71,7
47wu2SdpiEBSM15wVdpMmQ,5.0,2
ECZjzvEV4yY--FPs3ojGwA,2.0,1
v-QA7zDJ6Y07LoW5M9BjRw,3.13,15
CVB7vI0anHADHuJAOvedkg,3.49,217
dTWz_SBu5RyrEP8P_BWmXQ,4.2,15
J5F_CLX--ijXViJ2-NlrJA,4.5,2
sKDSyw_dPgZWOGCUD-AS3w,3.67,7
FAevTvURu5YZ8i7BF_-KIA,3.0,2
kw3vpfa-rHJdckDdhgh6BQ,3.38,91
-5rCakp3thm88zjMFTaEnw,3.31,49
BAwOBF5nPGwaCTomtfTJ1w,3.33,3
yTNKjNlKltVtw_9Tir_Hpg,3.0,8
-LxiwZb_82dXuMBboLgfcg,5.0,3
LltLmnojLrConGQY5mOhoQ,3.65,17
7bLEJCYCqUQEy5jdr6aWXQ,3.0,2
zOaifkFrrySqQVaOFC0xJw,2.4,5
qH2HOcOtZpLwW4kjgZUXEg,4.25,4
W4irZkAF09FmpNQE--nnEQ,4.0,16
WbcD8WIXKfvZTnov5Rj7pw,3.71,90
NZTKuqR6R_NwT5tiIvnkZQ,4.75,13
SebEEWJbMVbe67m_EYnT1g,5.0,1
FGav1F2B6RvIsSmyyNrgTQ,3.33,6
iVtqhny1Le_8jZMW2JiB3A,5.0,2
ATTZIoznhbRhmrwjubid3Q,1.0,1
OvCJEXUYXtsTu67rlYat6A,4.0,3
ayD2Z08XmUdE4e3cYbDF8g,5.0,1
Udj_a2KWaxqeOHu_1FrFAg,3.95,40
KPpRR1xOxMMsO8KUcfDoZQ,2.27,11
jA-OiBr_0Mf5rJKLK0BloQ,5.0,1
hSGAiCRmKSuNIuSsRq0nAQ,5.0,4
9NH_5mOIx5P4VGhxjbGceg,1.0,1
qSUsCjbpAt8AW0WGRTpafQ,4.5,3
NOrb1STvRGm0Uy_XoMDe4g,3.72,213
FRPfzzoSL4KKjLcy0Dm0OQ,2.97,114
lNNtmwIQuB3D5kcz2xmniQ,4.8,6
Lha7RqPNrJuZ0BuAOZowiw,4.0,9
jbd8Uv0r16Kwj3Ayd9vvuA,3.64,1140
XSFZK2XcDqn_cWvuWbI0HA,2.86,7
MpUi0ojnB-_pctI6NwlBwQ,2.67,3
NOQ6pbn28FBQUJ60bSIBmQ,5.0,1
hNoxBirlv11CbXwRW2KxMw,3.43,7
ZTLc68bqVACDF4I_Srv9Zw,3.91,11
-ugktMgnGXMWQZrguiwZfg,3.0,2
yQFpw9pKUr1kjHXUyEsrjg,5.0,1
Wu5UYTrZnxqnmWc3ZI0vYQ,4.0,1
OZ7E1fJOZG7_7gNrUDcidQ,5.0,1
OwgqvIcUSTwFJueBX9JmcQ,2.0,5
PduFjhU5sGbVpNJq8q4uzw,4.5,7
Cx9PbFydr_O3ptScw3_Iiw,3.0,6
O9rHlXr0Zp3_Nda3zFFUFw,5.0,1
xKwhDsCdc3j72Io5Qfzl8Q,4.5,16
MraGN3Uszkmp9IE97GX8Hg,4.18,110
RadW7vAeQ8MUQSrCyLYkRw,3.92,13
e5vgFpzyEyjjjfG1zyu5Xw,3.42,370
UwFyrEm3B7WnH67Tq-Tx6g,4.0,11
O4tuEmvsvxTOXHJMP_OpSg,3.72,36
fb4RtPCTaVhwHEN9RGkzTQ,5.0,2
skwC4Mnm0hQk3rT2SjB1Bw,4.0,8
KLHak0GHmSlwF_R8DmGo6g,4.0,1
zTWH9b_ItSdLOK9ypeFOIw,3.62,939
e44rUPb0ne7hcmEo6MzRGg,3.69,26
nS9_mx7xtdZXHPkGsZGsKg,3.0,9
n3j5V4tqOB3KioGl6qOBcA,3.35,17
wnzqo-Y7zjmsRM4OzPrBbA,3.0,1
RyIUiuOrai_upllxKqiQqw,3.43,50
t5qFxYP2t6ltRbvhqJsZAQ,4.8,25
YEOSWAzj1nMo4XmCWl_Ccg,4.14,7
WoYFryeOWKz-fp0Kz-z7Pg,3.0,4
osGrxlDaXO20D2_7NHnCdg,4.0,1
vhAn390OgR1H4DwacJdc7w,3.68,102
7h2T8kORRYL8J5jJvxN4Og,4.03,33
4KRqj2BOoNzBOk-oCB1HDA,4.0,5
E_nDOvQDVAG4PxAlwtXiGA,4.71,41
4msLRTTq598mgapMtMZpUw,4.5,6
4rVm1nAjT7GI6RlvTfcpZg,3.67,8
lsjrxHDriP2W4vIvzg8fDg,3.0,3
1_YyX93n6rfyUosc1A6tPw,3.75,4
_jNXQZR4RVDSk9QTNuoLKw,3.39,28
0lRPDROhoiXAIot7jM6xSw,4.62,8
cVREZE_IWl8IujYOdoDiCg,4.0,3
ldDqOr88NCXqSaxdhFtfAA,3.0,2
5StJwPvmlJj0yMHBj1PATw,3.69,54
VaslTJXYpsUBZEVudjQUjQ,3.0,2
RUmnmK0e6gtk79psET9uQQ,2.78,18
AOmdmYYSeLUstcN084_wMA,3.67,12
pFqQLIUTBU9fH8SI5alWIQ,5.0,5
yC2Bq6ucnU_He1UypSHp4w,5.0,1
E0IEdhnqzoBDwxhzCbQ6ig,5.0,1
Cj6tGJrLEdN35H9cR6b8Lw,3.82,11
nRYl7gIk4lWTASL-jvFLTA,4.25,4
Ka7ZbEC2YHj7gdsflsN6-A,5.0,5
q9IPvSzDfVdbZJGac4d0Sg,4.0,7
T2FwEYuez4QbmVCAy6CdsQ,5.0,1
ppUVb4TsizhfHV9D-heXUA,2.33,3
JKay9PB8UsjUBV454l9mpQ,3.07,60
iDSd31CR4Q9j_z9UC_gjww,1.5,2
enFhDHs_Dif3aloVHFwY0g,3.33,4
Oyp1qPyKoeP_YxuZV0DpBg,3.88,8
fFfcaHAt8parCufenVBvAw,3.0,6
SwoEjabULHmkT3VjJ4KZ4A,5.0,1
brVRJisWkstW6Zlz5jxJ-g,3.53,30
PVZIR69B8j5mijlL0lFSJg,2.4,5
pwOlScd6cM3uq9uCN4MClA,4.0,5
MDyga3mzLZKHY-cfD9rbfA,3.19,47
oLynKOTtOLz6EY8kVgWHmg,4.28,72
7ovr23oa6bAsN3EL55zvxw,2.0,4
xopO03gWwnEe0JNkHBV8Kw,4.23,66
0iYGoMFvWNx6HPsEMv-TOg,5.0,5
ogejwTwYEYmYm6X4zqMD0g,3.33,6
Zot-j2JyXgS7To8FZPnijg,3.2,5
yXov_V3WqjI0yhSVuDQxJQ,5.0,1
1zG-7AXaU1ngIkoO4T0cjQ,3.36,27
gjuGV0llM71Islcvt2OIHw,3.55,12
9-nlfgZeCiyw7Z4lGXn0aQ,4.0,1
QknPMgHG8NWfWXOcQagVwQ,4.0,1
FuIeMyb0_UUwxeX_a5H2gA,4.14,14
TDnB7pFw3OvKd3bqhGosHg,3.0,3
h0GMczVEKme-iVcWVXuN3w,5.0,1
6ngqHdymq4EpL80XDhBj4w,4.29,8
xPZF7wj8daj7UE0IUZ7YRg,4.6,5
WUyljiflWc2i8K0ZsL_Nyw,4.13,30
RLr2I3jiNUY7k0QfLvsAcQ,5.0,1
re_KrjXQ1A-W4FLuzZmGlw,3.56,9
4DpuATPK5ZvYjb3ypoKsBw,4.75,4
rjphR4SCFJFMu-XyKgGflw,5.0,1
6QV7A-_WFUN1Ofog4HgtBA,3.75,16
b7uCgjr8tLx9O3rx46YpJw,4.67,3
btlLxxNXWA6WQUezOfpW7w,3.31,128
jrY1RfNRtKsva2diyWyv6w,3.3,161
yg9FlyXJcmrMAfqkXmVvDw,3.4,9
TToLEHzLe4pGvzk7-K9bRg,3.79,14
rvaJcf5OIY2So_pkoqDHLQ,3.0,2
-la6YVHqiwf2fR8o617mBQ,4.23,26
qHYE_F8y0EdjBjhYpmY4Jw,4.0,25
V-PXViywjwCD5uI2FAr15g,4.5,2
Dg4VDgMfKT8YTbU0O4L9lA,3.71,17
kVYRVCTyN6kb-HqNOhWDDg,3.86,132
PMz0ts-eI3QjZfKwkqvJqg,2.76,25
nL1e0LrLD3BDdviVFUzQsA,4.0,6
eJk007aPhaFNGfIgxlnsfQ,3.29,14
2SAfpKiBCl4TQE0D3UhyTQ,4.08,25
BNWm3rIUBmh9s6DHuI90qw,3.64,12
MveS9IpbZ1Dud8n9YPHZMA,1.0,1
llu_xIKN3mh0UFymEyhR0Q,4.75,8
Yops4h4AMxyzBy7q_CRp4A,2.33,3
lu-jws5eBreAbJgVroatUw,3.24,17
H4dOdbyeDe8los6qXzk-rw,1.0,1
1t098TLuyMOSJ55XvfkAYw,3.0,3
1HGPIlOKLdQhgetMTrnluQ,3.89,9
CmadkYBaz3J8T_fUdnUr7Q,1.0,1
yij-c7ealLGy75X9Y_QYLA,4.0,2
viAdG2g_GCeHQQJ9T-vVsw,4.0,2
_drH36K4L-ygi8Q-7qA4rg,4.0,1
gS9ca5vrVrzUuhbIFcfZaw,4.0,4
SMu2Qxy3yN8LXod_s366HA,4.6,15
SiYr2TarpYU55qddf14Guw,2.0,5
oyxFmBxFNii6kvRMKwHSuA,3.79,14
Qmt-rWBD6ExHuy79huPrWg,5.0,1
EcfsIPRE8TT09K-2bLF_kA,4.2,5
b1mw2APTE2MG2q4azPaqsA,1.0,1
e2EuTfaI4BfwtuLOJPgM7Q,5.0,3
QH06_d6pEJHljM4vzJ-Dxg,3.0,3
-3xdOKU-5gx-p7Ggmkb4jg,4.0,1
I342qODY_aOLCTczmHqxXg,4.6,5
86XHElUa9J3SduW1AO-s4A,4.32,28
gZ_IUieCIVtB1pRaIGG9pg,1.83,7
SW1qky1cct3B_gDcJUIY1Q,1.5,2
LxZ5RaVZU_Ibdc3RYhtZiA,4.67,3
QNw7luYOfIbuT2gPZPgNJQ,2.5,2
axQzSBO4qfLm4ROVEG8dhg,4.67,3
smgpFJrrh72JS-CJuTJOQg,4.05,83
G99vNOR9GTWeSeoHwnax_A,4.33,6
kweAH9jLP36RCUJE92Gdig,2.6,6
OfraaWcXYjP289RY6qni_Q,5.0,4
KUlKRt-e86r90uIAtMC4Pw,5.0,2
NeYhDK3FZYH3z6-KejQm9Q,3.72,211
IM_iLW1_Roa5EFTBo9n1BA,4.0,1
db6RELZZUhvtPmbK4c49Bw,4.57,50
U9dVGazGkinQjwRfISa7yw,4.25,4
UG559O6p6McxEx8iJuJnvA,3.43,8
VTUFGFVGsDdeRpU3wu6g3A,3.0,6
b9OafGLqoI9CPG1Okwy7gQ,1.0,2
yLr81jnsx_F-S0AaGiee8g,3.53,406
pzDgvwhxPXds05tumawpKg,4.0,12
CySe1uu6z6eK1Cn0pYwBFA,5.0,7
sNSnmKqPz5OlOr-VLPq0iw,3.2,10
qVHIiHSoRtfW0Mg00PIylw,3.2,225
oocE1QljMyjhxRzJPR4WSw,3.0,3
9eGZVyKKa3FTTkea-9sxtw,5.0,2
LjePQ5B3G3jEOVNvH7_BMQ,3.48,25
uBpYzYvoEVrz3b3_nw0TIA,3.0,2
1w-AXP2BGrOe8hQprgSr0Q,4.0,2
RBD6gVvkCSxZSCyy11Xztw,5.0,2
9Ij9o-nfCZR3Y2XE5GpqMA,4.29,7
3FQq8KfXJPIZ8Og8v8zrMg,4.25,10
ZufQci6v9twEVNo9AIYdjw,3.0,3
qFHOh1DMqJ2Zb_pvqR1Muw,4.35,643
JDNVrgx-ezevpd2QkAmPwg,4.25,32
GLMX8Is_Ur6aIVV86Ok0Lw,3.87,157
eCEJ_CWOONfaKWCNS2fmHw,5.0,2
rATYLI5wt0_pG20VGzNlHQ,4.0,1
vRrhUw4nW20euzeLhvBxZw,4.0,6
wUNKaxcRkynLjK_6nD3MIA,3.88,56
GbKOqJj--qkSWKWYqRV9ug,3.8,5
fD7DYdSCQFihIa97iR1d6w,4.5,18
LN_Y01b4W9hgtDade_XM4w,3.96,24
x_iuUx5mjkEVLbfK6Mh6dw,3.66,290
v-AdwZPySBO7EGH66jdOHA,1.83,8
cu0wLgjxkvXRhBChygcdFw,2.69,16
9Dw9rhqDdihNHH9JuOvUqQ,4.0,1
xcw4nXoopJ1lYOZ7_AUDjw,5.0,1
A3PEy6o-lQ-kRX3PXJo3hQ,4.12,16
jPs9kXG0FuyXzDuYqEfJNA,3.67,4
l5hBFsvUjuAWRenMTKvIQw,3.71,41
19zI6jBRV9JzKQ19M6tDiA,3.75,16
H50yHk8E8MSB54VarKQFtA,3.0,6
ohyH0y6PY9WsV4cPj4Fh9g,3.4,10
X8pfLhF0LABJ5LNeuowCKA,4.33,18
QdypppSRw2H5UtMu1IebLw,3.79,73
YFIdocpnI9c2-fD58-HGJQ,3.59,22
zT7jQ9_aZ9zCsXVHuNvmeQ,3.85,101
S59B4Id2UbQ8yt2PtIlYFw,4.0,1
bgQ5_5Nu-hv4ZiQ5buzjxg,3.62,8
G8hHORNt-Do0UWXxdiNq9g,4.5,3
nGvxLe5jdJGbxTYt9XjScw,3.37,100
yOtPLUZ9dnvuDimVLtms7w,1.0,6
ShpgYKL9_M8Jjom0RhEthw,4.13,17
j5fuB8wKiiuB1dgOQV7Q_w,3.65,17
xqQMyOzggrDR3vQ82b79tw,3.7,88
GJrGPKF2xxB06Es6aH1VWg,3.85,728
z5QQGDqErjMKD8XtM00s7g,3.26,234
GQEyypGCAOuppjIWe2gtQQ,5.0,1
wU9C0hWz24Q18Z32gNHqnA,2.0,1
9lrolOJ8DZ3ZOXvUt9KNBw,2.0,1
RLCTSL0pjdvHRL6SjkNlUg,3.67,36
kGq6JyfI6rUhGv_H1S8-1w,3.6,172
Fi8OCt1Z3SzW05uybPFrvw,3.12,9
GmBXmhbVHNGBpCzsrPDZlA,3.47,75
gm3CnTfisn53jvRWprh91g,3.4,15
hq6Imcpu0tNIyiQF1kZw4g,3.88,9
SVNV8TrA2icW0rk5nhaBVQ,3.0,2
dcnjK3HyThDYQ3Hte49q9Q,4.0,9
CA8m_neLG8KmpJfiQsvfaA,3.62,8
QRFgiJ-tgXKnVdx5oeaGwA,5.0,4
pqfiEmBz9z7FnT-4Paz52g,3.44,108
Rj-pcAO08X4Kkjyu20iv6g,5.0,1
mDfW8OeUVF28dv2LygOiYA,5.0,1
jL9D79mOk1y9LvtgQoDJjA,3.58,14
xBfzrzySwmogGGbNoTHAgg,3.19,31
MG3Zy_853d69cFwq-vxlYA,2.33,3
03kllIN9ASWGmecQPLPqZA,3.66,29
IyeIChhdWEobL5ByJ8is-w,3.81,54
8GOUkY49Z3CYRl3-g8Q3jw,3.5,3
ZC66b4eqzanK0naKbtHVfg,3.33,45
z4Dx11YMDxCllksYHU_S3Q,1.0,1
THXFpGuTXM0QSmDs_BSn-w,4.36,11
